sentence,label
"huts是哪家出的保险产品,之前怎么没听说过",0
"邻居叔叔有冠心病,还可以购买康惠保保险吗",0
请问下，重疾险可以买终身的吗,0
不知道，huts保险提供的是什么类型的救援？,0
重疾险和年金险的区别,0
重疾险对比，哪款最好,0
慧择的HUTS保险只是保国内的吗？,0
今年已经投保了健康险，还有必要买重疾险吗？,0
想要和闺蜜一起去西*玩，推荐个旅游险吧,0
"自驾游,可以选购huts保险中的哪种呢?",0
慧择的huts旅游险都有些什么？可靠吗,0
百年康惠保对购买者的职业有要求吗？,0
HUTS保险是哪家公司推出的，可不可靠,0
出国留学，huts保险有什么保险可以保障？,0
重疾险康惠保后期如何缴费？,0
huts旅游保险价格怎么样,0
投保哆啦A保之前需要进行体检吗？,0
请问下安邦长青树保险要不要体检的？,0
请问下，huts有哪些救援方式？,0
想请问，什么重疾险比较实惠还可靠,0
具备huts服务，请问怎么联系救援？,0
我想知道重疾险是不是赔小病呢？,0
申请了huts服务，请问紧急情况自己钱不够怎么办？,0
huts为什么说是能救命的保险？,0
请问下，安邦长青树是什么类型的保险？,0
在沙漠迷失方向，怎么申请huts无人区卫星定位？,0
请问下，我能为闺蜜买康惠保保险吗？,0
我想知道，是不是重疾险保障的疾病都是一样的？,0
huts中，什么情况下可以申请直升机救援？,0
huts保险，有什么优势可以帮到投保者？,0
huts提不提供出行指导？,0
"huts紧急救援只是国外有吗,国内的行不行?",0
在沙漠遇到危险，HUTS有什么办法帮助？,0
有没有为户外运动人员提供第一现场救援的保险？,0
想问下，慧择的那个HUTS有什么用处？,0
huts如果发生紧急情况，没有钱怎么办？,0
请问下，huts提供直升机救援是真的吗?,0
紧急救援为什么分第一救援和第二救援？,0
最近听说了旅游保险中的HUTS紧急救援，有什么作用？,0
"只想知道,康惠保可不可靠,值不值得给妈妈买?",0
多大年龄开始购买重疾险比较好？,0
境外旅游需注意：国外旅游保险哪个好,0
打算去泰*玩一周，买什么旅游险有紧急救助？,0
准备去日*看樱花，老婆买了乐游全球可以有紧急援助吗？,0
去户外玩，买什么样的保险有紧急救助,0
HUTS紧急救援保险是什么意思？,0
我哥哥蹦极买了意外险，还可以购买安邦长青树保险吗？,0
想问下之前买过重疾险还可以接着投保康惠保吗？,0
老公喜欢跳伞怎么办，用什么保险可靠？,0
最近看到huts救援，是什么意思？谁知道？,0
哆啦A保会提供什么类型的发票?有了解的亲吗,0
打算去爬黄*，什么样的运动险便宜实惠？,0
旅游保险有哪些险种，投保旅游险的方式有哪些,0
健康险哪种最好主险和附加险有啥关系,0
安*长*树怎么交后续的续期保费呢,0
重疾险的理赔快不快，麻烦吗？,0
这个是重疾不，买了重疾保险可以理赔不,0
哆啦A保在线核保有什么好处？被拒绝怎么办,0
华夏福康惠保哪个好,0
是不是康惠保小孩子只能自己的父母买啊？做舅舅的也不可以？,0
提前咨询高风险运动保险哪家好，让,0
为什么要买重疾险,0
户外运动保险和普通旅游险对比有哪些不同,0
发小组织去户外拓展，我们总共5个人买什么保险可靠？,0
公司准备办春季运动会，什么运动险实惠？,0
弘康哆啦A保对疾病的保障责任是什么？,0
美*的医疗费特别贵，这次去纽约玩买什么保险可以保这方面？,0
安*长*树在理赔方面有什么特点？,0
和闺蜜一起去美*游玩，银行卡不小心被盗刷，这个乐游全球保吗？,0
"想问下,我妈妈今年50,还能买康惠保吗",0
本周末准备带孩子去郊游，想买一份合适的保险推荐下。,0
长青树保险的犹豫期相对而言长不长,0
"想知道,和5岁儿子一起户外拓展,儿子也可以购买众行天下-拓展训练保险吗?",0
投了一份2.2元的众行天下，如果发生意外可以赔付多少钱？,0
五一我们一家人都去美*玩，家里没人乐游全球保险会保障家庭财产吗,0
能不能给未成年的儿子买哆啦A保？,0
想请问下，乐游全球旅游险有没有紧急救援保障，我们要去登雪山,0
百年康惠保保险的缴费年限长不长？,0
安*长青树保险小病是怎么赔付的？,0
近期计划投保康惠保，这类产品提供什么类型的发票呢？,0
百年康惠保保险为什么有等待期？,0
众行天下只能是登山之类的运动吗，想要潜水可不可以买,0
百年人寿康惠保可以保障终身吗？,0
安*长*树的保额够用吗？多不多？,0
安*长青树出险理赔，对医院有没有要求？,0
和闺蜜投保乐游全球去日*玩，还要备一份意外伤害险吗？,0
去美*之前投保了乐游全球，想问下自驾车意外伤害可以赔付多少？,0
这周和兄弟一起登山，买了众行天下还要买意外险吗？,0
乐游全球的高风险意外伤害身故包括哪些运动？,0
我想知道，众行天下保费高不高，想进行为期一个月的野外拓展运动,0
去泰*途中证件丢失了，旅行团说乐游全球保险可以赔，是真的吗？,0
乐游全球中的行程延误大概可以理赔多少钱？,0
近期打算去玩漂流，买什么产品保障比较好？,0
去泰*游玩，打算入手乐游全球保险，合适吗,0
想问下儿子儿媳去巴*度蜜月，给投了乐游全球，15天管用吗？,0
陪女朋友去佛*伦*半个月，投保乐游全球费用高不高？,0
春节和老婆去南方旅游，有水上活动安排，买什么保险比较适合呢？,0
我舅舅长期抽烟，请问安邦长青树是不是不给买？,0
当下有没有适合的自行车运动保险产品？,0
男朋友报名参加了冬季马拉松，想给他买份保险买什么呢？,0
我准备周末去骑马，第一次，想问下买什么保险保障好？,0
下周公司有个足球友谊赛，有没有专门针对这类运动保障的保险产品？,0
和闺蜜投保完乐游全球组团去日*大*，现在我的证件丢了怎么理赔，急！,0
要和哥哥去美*玩，两个人15天乐游全球要保费多少？,0
"我想问下,康惠保的保额是多少,多不多?",0
女朋友特别喜欢玩极限运动，还去蹦极，买什么保险有保障？,0
乐游全球保险管不管行李*失？,0
哆啦A保可以专门针对轻症理赔吗？,0
我是个自由职业者能投保康惠保吗？,0
想知道，安*长*树的犹豫期是多长时间？退保是不是要扣费？,0
已经有了乐游全球保险去韩*玩，却不想途中遇到交通事故，这种情况旅游险可以赔吗？,0
"安*长青树重疾险是不是只能保障重大疾病,小病可以报销吗?",0
大家都上玻璃破碎险了吗,0
找一款有紧急救援的保险，准备寒假去攀冰。,0
我要给我妈妈买康惠保重疾险，我妈妈40了，还能买吗？,0
参加公司举办的冬季马拉松，给投了众行天下，这个保障吗？,0
老公给我买了乐游全球去法*，可以我已经有意外险了，重复了吗？,0
去捷克游玩之前老婆买了乐游全球保险，现在行李丢了，可以报销吗？,0
我比较喜欢户外运动，经常攀岩潜水，什么保险能保这些?,0
过年想要去三*冲浪，有什么运动保险可以保障？,0
老婆想要重疾险康惠保，之前她做过手术，怎么知道她能不你那个买？,0
没有重疾保险，怎么敢生病,0
准备和兄弟一起去攀岩，有没有攀岩险？,0
第二年保险，有必要买划痕险和玻璃险吗,0
和男朋友乘坐游轮，包包丢失了，投保的乐游全球能不能赔？,0
小姑子特别喜欢去韩*玩，说乐游全球可以保障旅途中很多意外，是真的吗？,0
和闺蜜打算去日*富士山，待个15天，有什么旅游险可以保？,0
现在的康惠保，还需要交现金吗？不是很麻烦？,0
想知道，安*长*树究竟对重症能赔多少钱？,0
"老公买乐游全球去美*,家里没人,对家里财产有保障吗?",0
我老妈最近总吵着要给我买份重疾保险，怎么办,0
和女朋友约好过年去境外走走，投保了乐游全球这款保险包意外吗？,0
去古*旅游要买保险吗,0
康惠保保险的犹豫期10天内退款，是不是不扣费？,0
我准备去夏*夷潜水，请问需要做什么样的准备以及买什么保险好？,0
春节去冰岛看看，请问下老婆买的乐游全球可不可靠？,0
我二婶生病报过社保了，和她的安*长*树充不冲突,0
我老婆买了去日*的机票，她还买了乐游全球，说闺蜜推荐的，好不好？,0
"快春节了,想要去巴*玩,买意外险好还是旅游险可靠?",0
康惠保重疾险投保有什么原则，是不是小学生不能投？,0
想要一款既可以保障重疾而且小毛病也保障的健康保险，哪个靠谱？,0
百年人寿不是做寿险的吗，康惠保这重疾险能行得通？,0
打算参加今年的马拉松比赛，现在在锻炼，问下平时长跑有保险吗？,0
我哥买了哆啦A保，怎么没有看到拿保单回来？,0
老婆买安邦长青树保险花了不少的钱，有没有用？,0
老*今年47了，买安邦长青树保险还给投保吗？,0
儿子儿媳春节去美*度假，给他们报旅行团有保险没有？,0
和闺蜜约了一起去纽约玩，个人出行要买保险不？,0
安*长青树是不是只能赔付一种小病？,0
打算趁着假日去日*游学一段时间，这段时间应该买旅游险还是意外险？,0
老公喜欢攀岩，但是我很担心这种运动，很危险？,0
公司给我买了社保，是不是报销了，重疾保险就不能报了？,0
"安邦的保险那么多,又有长青树啥的,保障些啥?",0
老公都已经有社保了，那还有必要买重疾险吗？,0
我负责公司组织的冬季马拉松比赛，200个同事要买什么保险才更好？,0
我想要学滑翔伞，这个危险系数大不大？有什么保险可以保障？,0
明年给我女儿申请日*留学，保险买什么比较好？,0
春节快到了，准备和老婆去美*度假，需要买什么保险才好？,0
小***病用社保报销了，他同时买了哆啦A保，可以理赔吗？,0
为什么保险有等待期？安邦长青树的等待期是多久？,0
周末约了女朋友一起去露营，有没有比较实惠点的保险保障？,0
本人28，刚有个宝宝，想要给老公买重疾险，有什么推荐的？,0
怎么知道自己是否成功投保了安*长青树重疾险啊？,0
车损险有必要买吗车损险应该怎样买划算,0
"最近听说平安一款比较有意思的产品,乐游全球,这个保障什么?",0
"我老公是德*人,我是中*人,我们都想要买康惠保有优惠吗?",0
机动车玻璃划痕险什么意思？,0
本人30岁了，想买款时间比较久的重疾险，看到了康惠保，合适不？,0
看见安邦长青树中的犹豫期，是什么意思？,0
安邦长青树保险是不是买了就不能退了？,0
前段时间入保了康惠保，这几天想要退，退保流程是怎么样的？,0
买保险，发现安邦长青树有犹豫期，这个是什么意思？是可以退保费吗？,0
我小侄女才5岁，很可爱，可以买康惠保重疾险吗？,0
买了哆啦A保，如果没有得疾病，自然死亡是否赔钱？,0
哆啦A保重大疾病理赔后身故，还给身故保险金吗？,0
"您好,为什么康惠保没有纸质的保单,这个有没有法律效力?",0
老公的康.惠.保重疾.险需要理赔，要准备什么材料啊？,0
弘康哆啦A保的缴费年限是多久？,0
买了安邦长青树，不晓得里面的轻症赔付是什么意思？,0
百年人寿康惠保的缴费年限是多久？,0
老公的康惠保重疾险需要理赔，要准备什么材料啊？,0
新车到底要不要买划痕险,0
弘康的哆啦a保险最高续保到多少岁？,0
安*长青树续保费是不是得去保险公司才行？,0
现在都喜欢在线支付了，安*长*树也可以在线支付吗?,0
我女儿才10岁，能不能买哆啦a保终身的？,0
买了寿险还需要意外险吗,0
我今年才20，哆啦a保险最高续保到多少岁？,0
安*长青树那个职业怎么选，我为女儿买的她才8岁？,0
看到慧择网的哆啦A保，这个是可以多次赔付的嘛？,0
哆啦A保本投保提供什么类型的发票?,0
康惠保保险的保额高不高？,0
想问下，买了安*常*树是不是只要赔一次就不给赔了？,0
之前康惠保理赔过一次轻症，那么万一有什么重大的疾病，保额会变少吗？,0
买了份安邦的重疾险长青树，怎么查自己的保单啊？,0
生育保险想受不了的怎么办,0
进口玻璃险需要买吗,0
了解意外险理赔的条件有哪些,0
社会保险，公司,0
常青树保险投保时未成年人怎么选职业?,0
安*常*树如何交后续的续期保费?,0
哆啦A保出险报案时需要注意什么,0
哆啦A保理赔的时候，提供什么账号保险公司赔偿得更快？,0
交通事故保险公司会不会出现少赔的情况对于伤者,0
没有结婚证，只有准生证可以报销生育险吗,0
车辆超载酿事故保险公司要赔偿吗,0
买有玻璃险，不知道换前挡玻璃要多少钱,0
可走玻璃险吗，能赔多少钱,0
团体意外险的赔付实效,0
车辆出险向保险公司索赔需提供哪些单证,0
航空意外险哪些能理赔,0
高速拖车费2000元保险公司给报吗发票收据都有,0
宝马x5要不要办玻璃险,0
有哪位报过玻璃险的,0
汽车划痕险有必要买吗汽车玻璃险保险范围/价格,0
私家车三责险价格,0
车辆遇险不涉及人伤的处理，怎样避免车险理赔,0
现在出现交通事故！受害人可以相信保险公司吗？对相应的赔偿,0
家庭财产保险怎么分类有哪些种类,0
相撞，他负全责我腿部骨折保险公司理赔，能赔多少钱,0
我的前挡风玻璃坏了有没有必要买个玻璃险,0
现在的小孩子买什么保险好,0
交强险过期5个月晚交会罚款吗,0
重疾险病种越多越好吗,0
购买延误险需要哪些小技巧,0
强制保险标志咋样辨别是那家保险公司的,0
意外险保的是什么?大家有清楚的吗?,0
未买玻璃险，如何走保险,0
又来求解答啦，新车需要买玻璃险和划痕险吗,0
大家一般都买哪些商业险,0
商业险第二年都买什么险,0
大车三者险怎样买便宜,0
车保险全保有那些,0
去哪家公司比较好最新儿童保险公司排,0
买自燃险和附加设备险吗,0
时还要对方保险公司来评估定损吗,0
意外受伤，要报保险，伤残怎么鉴定,0
车辆保险过期，被交警查，交多少罚款,0
如何购买车辆交强险,0
奥迪玻璃险买4S店的吗,0
交通事故人伤司机先行垫付医药费保险公司给承担吗,0
车还有必要买车损险吗,0
借别人生份证交生育金能申领吗,0
现在已经两个月没有交了，我要不要自己去社保局补交,0
飞机延误险有必要买吗飞机延误全额退款吗,0
车被墙刮了，可以报保险吗,0
今天早上骑电瓶车碰到别人车屁股，后保险杠被撞坏，保险公司会有赔偿吗,0
面包车坐垫拆出车祸保险公司赔不赔,0
工程一切险包含范围,0
摔伤意外险,0
关于保险的问题求助下,0
飞机托运要钱吗航空意外险保平安,0
什么情况下保险人按全部损失赔偿,0
保险公司，“醉驾入刑”对保险合同履行有怎样的影响,0
汽车保了不计免赔出了事责任在自已要拿钱赔吗,0
保险和年检是一起的吗,0
一般大家的摩托车会去买保险还有年审吗,0
每月的哪天去保险公司交意外伤害保险,0
只有交强险，撞人了保险公司只赔1万吗，超出的,0
为什么买机票但不能买保险呢第7页,0
求助：后保险杠被撞保险公司能全赔吗,0
保险公司不会理赔，是真的吗,0
刚看了某保险公司意外险的，适用条款，我理解的对么,0
保险那些事，重疾保险到底应不应该买，重疾保险哪种好,0
玻璃划痕险有必要买吗,0
瑞虎7车险一年交多少钱，瑞虎7车险一年多少，瑞,0
车开沟里保险公司陪钱吗,0
日*留学必须买健康保险吗,0
"农村住房被火烧,保险公司最高要赔偿多少钱?",0
汽车划痕险和玻璃险到底买不买,0
汽车保险怎么买划算精打细算买车险,0
开车蹭到了树保险公司给理赔吗,0
交保险.公司每年会体检吗,0
房车买保险，各省市，各保险公司的标准一致吗,0
我提交了所以资料，为什么人寿保险公司的,0
大家买的车险都多少钱,0
汽车玻璃险的赔偿范围以及不赔情况是怎样的,0
车险定损后会查骗保吗,0
去请问一下这样保险公司会把钱直接打给我,0
有了社保要不要追加商业医保,0
车子撞了，可以在外面修理厂维修吗，这样保险公司给,0
留学生保险,0
发生事故保险公司为什么不赔我,0
光买三者险可以吗,0
在外春游，谈谈境外旅游保险怎么买,0
开到水里全部被水淹了保险公司怎么赔,0
冰雹把车砸了，保险公司给赔吗,0
意外疾病终身保险买哪种好,0
农村交小额意外保险报哪些费用,0
现在买车险哪家保险公司优惠大些,0
保险公司给自己的员工上什么保险?,0
过年儿子就12岁了，还可以买少儿健康险吗？,0
全景天窗贴不贴膜，买不买玻璃险,0
给农村老人买什么养老保险,0
强制险可以脱险多久,0
打成这样可以出玻璃险吗,0
我想问我买了保险，受益人没有指定，一般是父母，妻子，子女，这里的父母值得是我的父母，包括岳父岳母吗,0
农村户口买社保划算吗,0
现在的年轻人交社保有意义么，保险会考虑么,0
